tickers
PGX
CWN
CPA
EM1
CER
MPW
TYP
ESE
SKI
IRN
ANA
BEE
GOO
INV
OGL
DW8
CRI
CMC
CFE
CNP
AHR
CRW
CMA
MOC
TMZ
LAT
XXL
TOL
WTR
BSM
RMT
KPC
ENE
MKO
Z1P
AGG
NPR
IDC
ASZ
DSX
KLA
AQQ
TYO
C6C
HRL
TSN
KOB
GSR
QRX
AMG
AED
QTG
PSA
LDM
FRN
OTW
TO2
ALR
SLE
A40
EXS
MLL
PVD
RHL
RDT
BRB
BUG
IAP
PVS
ARS
ARI
LMW
PRL
CZI
WNS
WFD
OLV
NPX
VTA
TIN
DTE
KLO
TMT
VEI
AZS
LTN
WAL
EN1
RAF
VEL
FXJ
CTX
OSP
RRS
DHR
EAL
KRL
IOU
VEC
SGL
PWG
CSD
CBR
CLR
ZAM
AST
SAS
TGZ
XCD
GLY
BST
VAN
BOP
ABR
DLX
AHZ
VLA
SYM
MFB
ODN
ILF
MCO
APK
NNW
MIL
PNW
AVN
LNK
UCW
MLA
SEH
99L
RMG
KGM
WOF
BME
GPX
GFI
PNL
IUL
DIG
BPG
SGO
SAN
MAS
EER
FYA
STL
CVS
MAR
ESH
ESV
TRT
RDC
N27
ACB
LCK
JHG
KEN
TTB
PSZ
VOC
BRV
SHR
NMS
PIR
THC
CQC
SE1
CWH
SVH
ABL
HVM
BEX
TNK
CGH
ENC
CIO
ADQ
AIR
AKE
GCG
TRN
ERX
ONX
TPS
FNT
NSE
PEP
DIR
BAR
CYB
ARJ
ABW
WLC
WLL
MBX
MIH
FOR
IOF
TAN
TEN
RAP
TNO
BBR
92E
YBR
DMX
ALZ
UNV
AQP
TUL
A1C
UGL
PXS
MOB
AJM
LER
WJA
DGO
CV1
LCT
TIE
OGH
AHG
S3N
AQS
SDG
TDL
VIE
BIN
AOH
CBC
FIG
MSM
SAM
MRN
1PG
YFZ
VPC
CDV
AEH
ITL
RDH
GBA
PEM
RHP
A2B
R3D
ACO
EXU
GMR
PEA
RMP
IHR
BPL
DCN
BPA
MNW
CGW
USQ
PPP
OVT
AEG
EWE
CLF
ARQ
GBM
BDI
IOT
VIA
BLY
MWR
MRG
GRB
SLR
VED
MR1
MMX
QIL
ORD
TOM
SDM
RFR
ESS
MCR
AMB
EHH
TTL
IQ3
RCY
SHU
TIL
ATL
B2Y
KPL
GMV
ZYB
CGB
FIT
SCD
LAS
HNR
VGO
AWY
RXP
PHG
ERF
BWX
ANQ
APV
SBB
CLO
DXF
1ST
MXQ
BHU
PAG
TAW
RNY
LHC
AHY
IVS
CWZ
UXA
DTS
NTC
UUL
VAH
ARE
AXT
SHC
RAB
GTY
GBP
ELI
ZGM
CIE
CTL
TRF
TGR
IP1
AFJ
SEA
IFS
NCL
IKW
MRV
MYQ
LI3
BAB
CCJ
CLH
9SP
BAH
THD
SFL
CPL
SXA
MED
NWR
JKA
FTT
CWC
TTS
KRS
DUE
RNO
RCW
PPN
TGO
OCP
UNL
GME
IQE
CNX
VIG
BHG
OKR
TRY
TYM
KTG
SPO
BAU
MNY
MKE
CUX
LGD
BBX
CNR
OZG
UNS
